project_id,project_name,gc_name,risk_level,main_issue,realized_margin_pct,cost_vs_budget,billing_gap_pct,approved_co_pct,rejected_co_pct,total_rfis,labor_burn_ratio,labor_avg_pct_overrun,material_avg_pct_overrun,management_cause,evidence,recommended_action,severity
PRJ-2020-211,Las Vegas Regional Medical Center - HVAC Upgrade,JE Dunn,LOW,Low Risk / No Clear Driver,0.348,0.507,0.118,0.125,0.0,47,0.095,0.0,0.098,Scope / estimating,Approved COs are 12.5% of original contract,"Strengthen bid review, scope coverage, and preconstruction",Moderate
PRJ-2019-131,Cincinnati Hospital - Mechanical Systems Renovation,JE Dunn,LOW,Low Risk / No Clear Driver,0.353,0.493,0.123,0.133,0.012,61,0.144,0.0,0.072,Scope / estimating,Approved COs are 13.3% of original contract,"Strengthen bid review, scope coverage, and preconstruction",Moderate
PRJ-2022-331,Baltimore Regional Medical Center - HVAC Upgrade,JE Dunn,LOW,Low Risk / No Clear Driver,0.359,0.477,0.109,0.116,0.005,51,0.077,0.0,0.079,Scope / estimating,Approved COs are 11.6% of original contract,"Strengthen bid review, scope coverage, and preconstruction",Moderate
PRJ-2020-191,Phoenix Medical Campus - New HVAC Installation,DPR Construction,LOW,Low Risk / No Clear Driver,0.394,0.441,0.121,0.127,0.021,47,0.046,0.0,0.089,Scope / estimating,Approved COs are 12.7% of original contract,"Strengthen bid review, scope coverage, and preconstruction",Moderate
PRJ-2021-273,Portland High School - New Construction,Turner Construction,MEDIUM,Underbilling / Financial Loss,0.001,0.715,0.064,0.06,0.0,19,0.633,0.0,0.0,Mixed / monitor,No single issue clearly dominates,Monitor project and review multiple risk signals,Low
PRJ-2020-207,Salt Lake City Office Park - Core & Shell MEP,Mortenson,MEDIUM,Underbilling / Financial Loss,0.015,0.684,0.046,0.04,0.0,27,0.529,0.0,0.0,Mixed / monitor,No single issue clearly dominates,Monitor project and review multiple risk signals,Low
PRJ-2019-155,Cincinnati Mixed-Income Housing - Climate Control,Skanska USA,LOW,Execution Inefficiency,0.02,0.654,0.057,0.053,0.005,33,0.507,0.0,0.0,Mixed / monitor,No single issue clearly dominates,Monitor project and review multiple risk signals,Low
PRJ-2021-284,Richmond Cloud Campus Phase 1 - Cooling,Turner Construction,MEDIUM,Underbilling / Financial Loss,0.029,0.741,0.021,0.014,0.018,41,0.55,0.0,0.097,Mixed / monitor,No single issue clearly dominates,Monitor project and review multiple risk signals,Low
PRJ-2021-317,Salt Lake City Corporate Campus - HVAC Systems,JE Dunn,MEDIUM,Underbilling / Financial Loss,0.036,0.59,0.007,0.0,0.005,28,0.387,0.0,0.0,Mixed / monitor,No single issue clearly dominates,Monitor project and review multiple risk signals,Low
PRJ-2023-393,Las Vegas High School - New Construction,Turner Construction,MEDIUM,Underbilling / Financial Loss,0.037,0.749,0.031,0.025,0.0,59,0.656,0.0,0.057,Coordination / RFIs,Project has 59 RFIs,"Escalate drawing review, RFI aging, and PM coordination",Low
PRJ-2018-068,Tampa Unified School District - HVAC Modernization,JE Dunn,LOW,Underbilling / Financial Loss,0.044,0.647,0.047,0.042,0.013,66,0.511,0.0,0.0,Coordination / RFIs,Project has 66 RFIs,"Escalate drawing review, RFI aging, and PM coordination",Low
PRJ-2019-083,Cincinnati Elementary Campus - Climate Systems,JE Dunn,LOW,Underbilling / Financial Loss,0.055,0.628,0.082,0.083,0.004,59,0.459,0.0,0.0,Coordination / RFIs,Project has 59 RFIs,"Escalate drawing review, RFI aging, and PM coordination",Low
PRJ-2022-358,Denver High School - New Construction,Mortenson,MEDIUM,Underbilling / Financial Loss,0.056,0.711,0.072,0.072,0.008,52,0.589,0.0,0.009,Coordination / RFIs,Project has 52 RFIs,"Escalate drawing review, RFI aging, and PM coordination",Low
PRJ-2019-148,Las Vegas Middle School - HVAC Systems,JE Dunn,LOW,Underbilling / Financial Loss,0.057,0.69,0.085,0.086,0.021,50,0.502,0.0,0.006,Mixed / monitor,No single issue clearly dominates,Monitor project and review multiple risk signals,Low
PRJ-2021-270,Richmond Apartment Complex - MEP,Mortenson,LOW,Underbilling / Financial Loss,0.061,0.608,0.07,0.068,0.003,47,0.412,0.0,0.0,Mixed / monitor,No single issue clearly dominates,Monitor project and review multiple risk signals,Low
PRJ-2021-272,Denver Business Center - MEP Systems,Mortenson,MEDIUM,Underbilling / Financial Loss,0.067,0.725,0.056,0.049,0.018,23,0.548,0.0,0.087,Mixed / monitor,No single issue clearly dominates,Monitor project and review multiple risk signals,Low
PRJ-2020-228,Oklahoma City Unified School District - HVAC Modernization,JE Dunn,LOW,Underbilling / Financial Loss,0.089,0.657,0.058,0.054,0.025,30,0.43,0.0,0.031,Mixed / monitor,No single issue clearly dominates,Monitor project and review multiple risk signals,Low
PRJ-2023-395,Tampa Senior Living - HVAC Upgrade,Skanska USA,MEDIUM,Underbilling / Financial Loss,0.09,0.592,0.062,0.058,0.018,23,0.341,0.0,0.0,Mixed / monitor,No single issue clearly dominates,Monitor project and review multiple risk signals,Low
PRJ-2019-158,Denver High School - New Construction,DPR Construction,MEDIUM,Underbilling / Financial Loss,0.092,0.753,0.065,0.063,0.029,51,0.617,0.0,0.071,Coordination / RFIs,Project has 51 RFIs,"Escalate drawing review, RFI aging, and PM coordination",Low
PRJ-2022-330,Boston Mixed-Income Housing - Climate Control,Mortenson,MEDIUM,Underbilling / Financial Loss,0.095,0.665,0.016,0.007,0.0,18,0.447,0.0,0.06,Mixed / monitor,No single issue clearly dominates,Monitor project and review multiple risk signals,Low
PRJ-2021-313,Louisville Middle School - HVAC Systems,Mortenson,MEDIUM,Underbilling / Financial Loss,0.097,0.636,0.063,0.058,0.022,46,0.401,0.0,0.023,Mixed / monitor,No single issue clearly dominates,Monitor project and review multiple risk signals,Low
PRJ-2020-230,Atlanta Residential Tower - HVAC Systems,DPR Construction,LOW,Underbilling / Financial Loss,0.102,0.57,0.042,0.035,0.0,26,0.326,0.0,0.0,Mixed / monitor,No single issue clearly dominates,Monitor project and review multiple risk signals,Low
PRJ-2018-063,Cincinnati High School - New Construction,Mortenson,MEDIUM,Underbilling / Financial Loss,0.113,0.616,0.066,0.063,0.028,47,0.438,0.0,0.0,Mixed / monitor,No single issue clearly dominates,Monitor project and review multiple risk signals,Low
PRJ-2019-123,Oklahoma City High School - New Construction,JE Dunn,LOW,Underbilling / Financial Loss,0.12,0.658,0.073,0.071,0.024,50,0.364,0.0,0.069,Mixed / monitor,No single issue clearly dominates,Monitor project and review multiple risk signals,Low
PRJ-2019-105,Raleigh Mixed-Income Housing - Climate Control,DPR Construction,LOW,Low Risk / No Clear Driver,0.12,0.493,0.047,0.042,0.0,28,0.114,0.0,0.0,Mixed / monitor,No single issue clearly dominates,Monitor project and review multiple risk signals,Low
PRJ-2018-057,Sacramento Office Park - Core & Shell MEP,Mortenson,LOW,Execution Inefficiency,0.125,0.651,0.072,0.07,0.0,33,0.31,0.0,0.054,Mixed / monitor,No single issue clearly dominates,Monitor project and review multiple risk signals,Low
PRJ-2018-058,Boston Middle School - HVAC Systems,DPR Construction,LOW,Underbilling / Financial Loss,0.127,0.531,0.0,0.0,0.0,18,0.208,0.0,0.001,Mixed / monitor,No single issue clearly dominates,Monitor project and review multiple risk signals,Low
PRJ-2019-124,Sacramento Colocation Facility - HVAC,DPR Construction,LOW,Underbilling / Financial Loss,0.13,0.568,0.081,0.079,0.02,59,0.347,0.0,0.0,Coordination / RFIs,Project has 59 RFIs,"Escalate drawing review, RFI aging, and PM coordination",Low
PRJ-2019-125,Boston Mixed-Income Housing - Climate Control,DPR Construction,LOW,Underbilling / Financial Loss,0.135,0.638,0.094,0.096,0.008,85,0.491,0.0,0.0,Coordination / RFIs,Project has 85 RFIs,"Escalate drawing review, RFI aging, and PM coordination",Low
PRJ-2021-299,Boston Colocation Facility - HVAC,JE Dunn,LOW,Underbilling / Financial Loss,0.142,0.557,0.097,0.099,0.015,60,0.366,0.0,0.0,Coordination / RFIs,Project has 60 RFIs,"Escalate drawing review, RFI aging, and PM coordination",Low
PRJ-2022-373,Las Vegas Elementary Campus - Climate Systems,Skanska USA,LOW,Underbilling / Financial Loss,0.15,0.544,0.059,0.055,0.024,17,0.294,0.0,0.0,Mixed / monitor,No single issue clearly dominates,Monitor project and review multiple risk signals,Low
PRJ-2020-170,Minneapolis Residential Tower - HVAC Systems,JE Dunn,LOW,Underbilling / Financial Loss,0.153,0.559,0.031,0.025,0.0,29,0.267,0.0,0.016,Mixed / monitor,No single issue clearly dominates,Monitor project and review multiple risk signals,Low
PRJ-2021-248,San Antonio Elementary Campus - Climate Systems,JE Dunn,LOW,Underbilling / Financial Loss,0.158,0.609,0.09,0.092,0.0,36,0.295,0.0,0.039,Mixed / monitor,No single issue clearly dominates,Monitor project and review multiple risk signals,Low
PRJ-2020-187,Las Vegas Corporate Campus - HVAC Systems,DPR Construction,LOW,Underbilling / Financial Loss,0.162,0.573,0.064,0.061,0.0,60,0.335,0.0,0.0,Coordination / RFIs,Project has 60 RFIs,"Escalate drawing review, RFI aging, and PM coordination",Low
PRJ-2019-129,Boston Colocation Facility - HVAC,Mortenson,LOW,Low Risk / No Clear Driver,0.169,0.556,0.062,0.058,0.004,38,0.246,0.0,0.0,Mixed / monitor,No single issue clearly dominates,Monitor project and review multiple risk signals,Low
PRJ-2020-189,Salt Lake City Colocation Facility - HVAC,DPR Construction,LOW,Coordination Issues,0.175,0.579,0.088,0.09,0.029,87,0.297,0.0,0.029,Coordination / RFIs,Project has 87 RFIs,"Escalate drawing review, RFI aging, and PM coordination",Low
PRJ-2019-112,Atlanta Mixed-Use Tower - Mechanical,Turner Construction,LOW,Underbilling / Financial Loss,0.181,0.609,0.071,0.069,0.015,38,0.257,0.0,0.075,Mixed / monitor,No single issue clearly dominates,Monitor project and review multiple risk signals,Low
PRJ-2019-096,Portland Regional Medical Center - HVAC Upgrade,JE Dunn,LOW,Underbilling / Financial Loss,0.182,0.583,0.049,0.044,0.0,44,0.269,0.0,0.067,Mixed / monitor,No single issue clearly dominates,Monitor project and review multiple risk signals,Low
PRJ-2020-168,Cincinnati High School - New Construction,JE Dunn,LOW,Underbilling / Financial Loss,0.185,0.517,0.05,0.044,0.005,17,0.2,0.0,0.0,Mixed / monitor,No single issue clearly dominates,Monitor project and review multiple risk signals,Low
PRJ-2022-378,Raleigh Elementary Campus - Climate Systems,DPR Construction,LOW,Underbilling / Financial Loss,0.185,0.481,0.012,0.005,0.0,28,0.138,0.0,0.0,Mixed / monitor,No single issue clearly dominates,Monitor project and review multiple risk signals,Low
PRJ-2019-109,Portland Colocation Facility - HVAC,Turner Construction,LOW,Low Risk / No Clear Driver,0.185,0.54,0.069,0.066,0.013,31,0.243,0.0,0.0,Mixed / monitor,No single issue clearly dominates,Monitor project and review multiple risk signals,Low
PRJ-2021-244,Minneapolis Colocation Facility - HVAC,Turner Construction,LOW,Low Risk / No Clear Driver,0.188,0.561,0.063,0.059,0.006,57,0.286,0.0,0.028,Coordination / RFIs,Project has 57 RFIs,"Escalate drawing review, RFI aging, and PM coordination",Low
PRJ-2022-344,Las Vegas Cloud Campus Phase 1 - Cooling,Mortenson,LOW,Low Risk / No Clear Driver,0.188,0.522,0.045,0.039,0.01,46,0.185,0.0,0.034,Mixed / monitor,No single issue clearly dominates,Monitor project and review multiple risk signals,Low
PRJ-2020-238,Nashville Middle School - HVAC Systems,Turner Construction,LOW,Underbilling / Financial Loss,0.191,0.577,0.068,0.067,0.029,38,0.299,0.0,0.039,Mixed / monitor,No single issue clearly dominates,Monitor project and review multiple risk signals,Low
PRJ-2019-092,Raleigh Corporate Campus - HVAC Systems,Turner Construction,LOW,Low Risk / No Clear Driver,0.191,0.579,0.061,0.058,0.025,52,0.233,0.0,0.07,Coordination / RFIs,Project has 52 RFIs,"Escalate drawing review, RFI aging, and PM coordination",Low
PRJ-2020-209,Phoenix Cloud Campus Phase 1 - Cooling,JE Dunn,LOW,Low Risk / No Clear Driver,0.191,0.54,0.082,0.083,0.025,47,0.294,0.0,0.0,Mixed / monitor,No single issue clearly dominates,Monitor project and review multiple risk signals,Low
PRJ-2019-136,Salt Lake City Medical Campus - New HVAC Installation,Skanska USA,LOW,Underbilling / Financial Loss,0.198,0.52,0.092,0.093,0.015,37,0.236,0.0,0.0,Mixed / monitor,No single issue clearly dominates,Monitor project and review multiple risk signals,Low
PRJ-2020-169,Portland Colocation Facility - HVAC,Skanska USA,LOW,Underbilling / Financial Loss,0.199,0.514,0.068,0.064,0.0,58,0.199,0.0,0.0,Coordination / RFIs,Project has 58 RFIs,"Escalate drawing review, RFI aging, and PM coordination",Low
PRJ-2018-060,Boston Apartment Complex - MEP,Skanska USA,LOW,Low Risk / No Clear Driver,0.199,0.507,0.028,0.021,0.01,22,0.155,0.0,0.02,Mixed / monitor,No single issue clearly dominates,Monitor project and review multiple risk signals,Low
PRJ-2018-033,Pittsburgh Middle School - HVAC Systems,Skanska USA,LOW,Low Risk / No Clear Driver,0.199,0.527,0.035,0.029,0.0,43,0.259,0.0,0.0,Mixed / monitor,No single issue clearly dominates,Monitor project and review multiple risk signals,Low
PRJ-2018-073,Minneapolis Middle School - HVAC Systems,Skanska USA,LOW,Underbilling / Financial Loss,0.201,0.523,0.067,0.063,0.003,28,0.234,0.0,0.0,Mixed / monitor,No single issue clearly dominates,Monitor project and review multiple risk signals,Low
PRJ-2022-333,Chicago High School - New Construction,Mortenson,LOW,Low Risk / No Clear Driver,0.203,0.609,0.069,0.066,0.017,58,0.343,0.0,0.076,Coordination / RFIs,Project has 58 RFIs,"Escalate drawing review, RFI aging, and PM coordination",Low
PRJ-2021-252,Raleigh Office Park - Core & Shell MEP,Skanska USA,LOW,Low Risk / No Clear Driver,0.206,0.483,0.07,0.068,0.004,39,0.145,0.0,0.0,Mixed / monitor,No single issue clearly dominates,Monitor project and review multiple risk signals,Low
PRJ-2019-094,Atlanta Data Center - Precision Cooling Systems,DPR Construction,LOW,Low Risk / No Clear Driver,0.206,0.485,0.06,0.058,0.02,32,0.129,0.0,0.0,Mixed / monitor,No single issue clearly dominates,Monitor project and review multiple risk signals,Low
PRJ-2021-297,Kansas City Business Center - MEP Systems,DPR Construction,LOW,Low Risk / No Clear Driver,0.207,0.454,0.057,0.052,0.012,45,0.075,0.0,0.0,Mixed / monitor,No single issue clearly dominates,Monitor project and review multiple risk signals,Low
PRJ-2018-072,Richmond Corporate Campus - HVAC Systems,DPR Construction,LOW,Low Risk / No Clear Driver,0.209,0.522,0.069,0.066,0.0,19,0.099,0.0,0.038,Mixed / monitor,No single issue clearly dominates,Monitor project and review multiple risk signals,Low
PRJ-2020-219,Denver Cloud Campus Phase 1 - Cooling,Mortenson,LOW,Low Risk / No Clear Driver,0.209,0.526,0.09,0.092,0.01,58,0.162,0.0,0.037,Coordination / RFIs,Project has 58 RFIs,"Escalate drawing review, RFI aging, and PM coordination",Low
PRJ-2019-082,Raleigh Business Center - MEP Systems,JE Dunn,LOW,Low Risk / No Clear Driver,0.211,0.503,0.097,0.1,0.007,57,0.161,0.0,0.0,Coordination / RFIs,Project has 57 RFIs,"Escalate drawing review, RFI aging, and PM coordination",Low
PRJ-2021-255,Louisville Apartment Complex - MEP,Mortenson,LOW,Low Risk / No Clear Driver,0.212,0.553,0.03,0.023,0.005,24,0.224,0.0,0.066,Mixed / monitor,No single issue clearly dominates,Monitor project and review multiple risk signals,Low
PRJ-2022-365,Richmond Apartment Complex - MEP,Skanska USA,LOW,Low Risk / No Clear Driver,0.213,0.5,0.077,0.077,0.003,58,0.14,0.0,0.002,Coordination / RFIs,Project has 58 RFIs,"Escalate drawing review, RFI aging, and PM coordination",Low
PRJ-2019-102,Indianapolis Business Center - MEP Systems,DPR Construction,LOW,Coordination Issues,0.213,0.502,0.06,0.057,0.006,70,0.164,0.0,0.0,Coordination / RFIs,Project has 70 RFIs,"Escalate drawing review, RFI aging, and PM coordination",Low
PRJ-2018-010,San Antonio Mixed-Income Housing - Climate Control,JE Dunn,LOW,Low Risk / No Clear Driver,0.216,0.541,0.039,0.032,0.0,22,0.15,0.0,0.084,Mixed / monitor,No single issue clearly dominates,Monitor project and review multiple risk signals,Low
PRJ-2019-127,Phoenix Mixed-Use Tower - Mechanical,JE Dunn,LOW,Low Risk / No Clear Driver,0.217,0.523,0.089,0.088,0.022,50,0.176,0.0,0.036,Mixed / monitor,No single issue clearly dominates,Monitor project and review multiple risk signals,Low
PRJ-2019-159,Albuquerque Data Center - Precision Cooling Systems,JE Dunn,LOW,Low Risk / No Clear Driver,0.22,0.561,0.052,0.048,0.019,59,0.217,0.0,0.074,Coordination / RFIs,Project has 59 RFIs,"Escalate drawing review, RFI aging, and PM coordination",Low
PRJ-2019-093,Baltimore Middle School - HVAC Systems,JE Dunn,LOW,Underbilling / Financial Loss,0.221,0.553,0.093,0.095,0.028,48,0.25,0.0,0.075,Mixed / monitor,No single issue clearly dominates,Monitor project and review multiple risk signals,Low
PRJ-2019-099,San Antonio Colocation Facility - HVAC,Mortenson,LOW,Underbilling / Financial Loss,0.224,0.557,0.071,0.068,0.0,26,0.253,0.0,0.06,Mixed / monitor,No single issue clearly dominates,Monitor project and review multiple risk signals,Low
PRJ-2021-277,Houston Business Center - MEP Systems,Turner Construction,LOW,Low Risk / No Clear Driver,0.225,0.556,0.065,0.062,0.009,18,0.175,0.0,0.089,Mixed / monitor,No single issue clearly dominates,Monitor project and review multiple risk signals,Low
PRJ-2020-210,Boston Apartment Complex - MEP,DPR Construction,LOW,Low Risk / No Clear Driver,0.226,0.489,0.05,0.045,0.0,21,0.135,0.0,0.033,Mixed / monitor,No single issue clearly dominates,Monitor project and review multiple risk signals,Low
PRJ-2020-224,San Antonio Edge Data Center - Thermal Management,Skanska USA,LOW,Low Risk / No Clear Driver,0.226,0.515,0.096,0.099,0.03,53,0.177,0.0,0.0,Coordination / RFIs,Project has 53 RFIs,"Escalate drawing review, RFI aging, and PM coordination",Low
PRJ-2018-009,Houston Edge Data Center - Thermal Management,Mortenson,LOW,Low Risk / No Clear Driver,0.228,0.512,0.035,0.029,0.0,30,0.181,0.0,0.033,Mixed / monitor,No single issue clearly dominates,Monitor project and review multiple risk signals,Low
PRJ-2018-040,Sacramento Mixed-Income Housing - Climate Control,DPR Construction,LOW,Coordination Issues,0.236,0.617,0.092,0.093,0.008,69,0.289,0.0,0.097,Coordination / RFIs,Project has 69 RFIs,"Escalate drawing review, RFI aging, and PM coordination",Low
PRJ-2022-361,Salt Lake City Hospital - Mechanical Systems Renovation,Turner Construction,LOW,Low Risk / No Clear Driver,0.238,0.579,0.092,0.094,0.017,42,0.303,0.0,0.051,Mixed / monitor,No single issue clearly dominates,Monitor project and review multiple risk signals,Low
PRJ-2021-310,Las Vegas Senior Living - HVAC Upgrade,Mortenson,LOW,Low Risk / No Clear Driver,0.238,0.502,0.087,0.088,0.0,34,0.12,0.0,0.017,Mixed / monitor,No single issue clearly dominates,Monitor project and review multiple risk signals,Low
PRJ-2020-214,Raleigh Edge Data Center - Thermal Management,JE Dunn,LOW,Low Risk / No Clear Driver,0.239,0.553,0.075,0.072,0.016,56,0.221,0.0,0.07,Coordination / RFIs,Project has 56 RFIs,"Escalate drawing review, RFI aging, and PM coordination",Low
PRJ-2021-276,Columbus Regional Medical Center - HVAC Upgrade,JE Dunn,LOW,Low Risk / No Clear Driver,0.24,0.439,0.088,0.088,0.028,46,0.101,0.0,0.0,Mixed / monitor,No single issue clearly dominates,Monitor project and review multiple risk signals,Low
PRJ-2021-262,Richmond Office Park - Core & Shell MEP,Skanska USA,LOW,Low Risk / No Clear Driver,0.241,0.491,0.082,0.082,0.013,46,0.123,0.0,0.0,Mixed / monitor,No single issue clearly dominates,Monitor project and review multiple risk signals,Low
PRJ-2018-028,Louisville Elementary Campus - Climate Systems,Skanska USA,LOW,Underbilling / Financial Loss,0.243,0.58,0.086,0.087,0.02,55,0.278,0.0,0.079,Coordination / RFIs,Project has 55 RFIs,"Escalate drawing review, RFI aging, and PM coordination",Low
PRJ-2022-349,Boston Data Center - Precision Cooling Systems,Mortenson,LOW,Low Risk / No Clear Driver,0.244,0.532,0.085,0.086,0.017,52,0.178,0.0,0.017,Coordination / RFIs,Project has 52 RFIs,"Escalate drawing review, RFI aging, and PM coordination",Low
PRJ-2020-171,Las Vegas Surgery Center - Climate Control,Skanska USA,LOW,Underbilling / Financial Loss,0.247,0.528,0.034,0.028,0.006,21,0.237,0.0,0.05,Mixed / monitor,No single issue clearly dominates,Monitor project and review multiple risk signals,Low
PRJ-2021-275,Las Vegas Residential Tower - HVAC Systems,DPR Construction,LOW,Low Risk / No Clear Driver,0.257,0.502,0.056,0.051,0.016,24,0.103,0.0,0.099,Mixed / monitor,No single issue clearly dominates,Monitor project and review multiple risk signals,Low
PRJ-2020-162,Denver Corporate Campus - HVAC Systems,Turner Construction,LOW,Change Order Failure,0.259,0.448,0.013,0.005,0.022,28,0.054,0.0,0.026,Mixed / monitor,No single issue clearly dominates,Monitor project and review multiple risk signals,Low
PRJ-2022-340,San Antonio Senior Living - HVAC Upgrade,JE Dunn,LOW,Low Risk / No Clear Driver,0.26,0.485,0.098,0.1,0.019,38,0.117,0.0,0.045,Mixed / monitor,No single issue clearly dominates,Monitor project and review multiple risk signals,Low
PRJ-2022-359,Kansas City Cloud Campus Phase 1 - Cooling,JE Dunn,LOW,Underbilling / Financial Loss,0.268,0.526,0.08,0.077,0.027,19,0.191,0.0,0.054,Mixed / monitor,No single issue clearly dominates,Monitor project and review multiple risk signals,Low
PRJ-2019-104,Atlanta Edge Data Center - Thermal Management,DPR Construction,LOW,Low Risk / No Clear Driver,0.268,0.449,0.075,0.071,0.0,21,0.139,0.0,0.0,Mixed / monitor,No single issue clearly dominates,Monitor project and review multiple risk signals,Low
PRJ-2019-117,Atlanta Mixed-Use Tower - Mechanical,Turner Construction,LOW,Low Risk / No Clear Driver,0.269,0.452,0.085,0.085,0.0,36,0.093,0.0,0.0,Mixed / monitor,No single issue clearly dominates,Monitor project and review multiple risk signals,Low
PRJ-2018-067,Nashville Corporate Campus - HVAC Systems,Skanska USA,LOW,Change Order Failure,0.27,0.434,0.003,0.0,0.017,15,0.044,0.0,0.0,Mixed / monitor,No single issue clearly dominates,Monitor project and review multiple risk signals,Low
PRJ-2019-116,Minneapolis Regional Medical Center - HVAC Upgrade,Turner Construction,LOW,Low Risk / No Clear Driver,0.274,0.507,0.078,0.078,0.0,52,0.079,0.0,0.07,Coordination / RFIs,Project has 52 RFIs,"Escalate drawing review, RFI aging, and PM coordination",Low
PRJ-2023-389,Houston Edge Data Center - Thermal Management,DPR Construction,LOW,Low Risk / No Clear Driver,0.286,0.454,0.027,0.021,0.011,20,0.077,0.0,0.023,Mixed / monitor,No single issue clearly dominates,Monitor project and review multiple risk signals,Low
PRJ-2018-017,San Antonio Business Center - MEP Systems,DPR Construction,LOW,Low Risk / No Clear Driver,0.288,0.445,0.069,0.065,0.0,54,0.11,0.0,0.0,Coordination / RFIs,Project has 54 RFIs,"Escalate drawing review, RFI aging, and PM coordination",Low
PRJ-2023-381,Pittsburgh Surgery Center - Climate Control,Turner Construction,LOW,Low Risk / No Clear Driver,0.289,0.416,0.06,0.056,0.024,40,0.072,0.0,0.0,Mixed / monitor,No single issue clearly dominates,Monitor project and review multiple risk signals,Low
PRJ-2022-342,San Antonio Business Center - MEP Systems,Skanska USA,LOW,Low Risk / No Clear Driver,0.292,0.473,0.054,0.048,0.0,44,0.087,0.0,0.05,Mixed / monitor,No single issue clearly dominates,Monitor project and review multiple risk signals,Low
PRJ-2019-101,Pittsburgh Hospital - Mechanical Systems Renovation,Turner Construction,LOW,Low Risk / No Clear Driver,0.296,0.43,0.063,0.059,0.028,57,0.05,0.0,0.0,Coordination / RFIs,Project has 57 RFIs,"Escalate drawing review, RFI aging, and PM coordination",Low
PRJ-2018-007,Portland Corporate Campus - HVAC Systems,Turner Construction,LOW,Low Risk / No Clear Driver,0.298,0.466,0.089,0.089,0.001,36,0.114,0.0,0.0,Mixed / monitor,No single issue clearly dominates,Monitor project and review multiple risk signals,Low
PRJ-2021-256,Minneapolis Surgery Center - Climate Control,Mortenson,LOW,Low Risk / No Clear Driver,0.304,0.471,0.096,0.098,0.013,55,0.118,0.0,0.012,Coordination / RFIs,Project has 55 RFIs,"Escalate drawing review, RFI aging, and PM coordination",Low
PRJ-2020-237,Sacramento Business Center - MEP Systems,Skanska USA,LOW,Low Risk / No Clear Driver,0.305,0.484,0.065,0.062,0.014,59,0.115,0.0,0.059,Coordination / RFIs,Project has 59 RFIs,"Escalate drawing review, RFI aging, and PM coordination",Low
PRJ-2022-351,Atlanta Medical Campus - New HVAC Installation,JE Dunn,LOW,Low Risk / No Clear Driver,0.306,0.479,0.085,0.084,0.025,56,0.094,0.0,0.056,Coordination / RFIs,Project has 56 RFIs,"Escalate drawing review, RFI aging, and PM coordination",Low
PRJ-2021-311,Salt Lake City Regional Medical Center - HVAC Upgrade,Turner Construction,LOW,Low Risk / No Clear Driver,0.308,0.434,0.087,0.089,0.0,36,0.094,0.0,0.0,Mixed / monitor,No single issue clearly dominates,Monitor project and review multiple risk signals,Low
PRJ-2019-142,Louisville Business Center - MEP Systems,JE Dunn,LOW,Low Risk / No Clear Driver,0.314,0.458,0.058,0.053,0.004,40,0.082,0.0,0.031,Mixed / monitor,No single issue clearly dominates,Monitor project and review multiple risk signals,Low
PRJ-2019-156,Richmond Regional Medical Center - HVAC Upgrade,Mortenson,LOW,Low Risk / No Clear Driver,0.329,0.412,0.094,0.097,0.0,53,0.07,0.0,0.0,Coordination / RFIs,Project has 53 RFIs,"Escalate drawing review, RFI aging, and PM coordination",Low
PRJ-2021-316,Portland Medical Campus - New HVAC Installation,DPR Construction,LOW,Low Risk / No Clear Driver,0.336,0.506,0.066,0.063,0.025,53,0.132,0.0,0.095,Coordination / RFIs,Project has 53 RFIs,"Escalate drawing review, RFI aging, and PM coordination",Low
PRJ-2019-091,Portland Surgery Center - Climate Control,JE Dunn,LOW,Low Risk / No Clear Driver,0.338,0.465,0.088,0.089,0.004,48,0.077,0.0,0.066,Mixed / monitor,No single issue clearly dominates,Monitor project and review multiple risk signals,Low
